id,product_name,retail_price,image,description,brand
451,Rastogi Handicrafts Showpiece  -  20 cm,999,"[""http://img6a.flixcart.com/image/showpiece-figurine/c/d/x/gs-mix-g-rastogi-handicrafts-1100x1100-imae5sxrsf5fdxxh.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/c/d/x/gs-mix-g-rastogi-handicrafts-original-imae5sxrsf5fdxxh.jpeg"", ""http://img6a.flixcart.com/image/showpiece-figurine/c/d/x/gs-mix-g-rastogi-handicrafts-original-imae95tuy52xqz7f.jpeg"", ""http://img6a.flixcart.com/image/showpiece-figurine/c/d/x/gs-mix-g-rastogi-handicrafts-original-imae95tuwnqjewdn.jpeg""]",Buy Rastogi Handicrafts Showpiece  -  20 cm for Rs.450 online. Rastogi Handicrafts Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Rastogi Handicrafts
452,Craftuno Hand Painted Lord Ganesha Idols Door Hanging - Set of 2 Showpiece  -  0 cm,309,"[""http://img6a.flixcart.com/image/showpiece-figurine/u/q/f/61005-craftuno-1100x1100-imaeat2qdfgg2xzt.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/u/q/f/61005-craftuno-original-imaeat2qdfgg2xzt.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/u/q/f/61005-craftuno-original-imaeat2qh2r8gyyf.jpeg""]","Craftuno Hand Painted Lord Ganesha Idols Door Hanging - Set of 2 Showpiece  -  0 cm (Polyresin, Multicolor)
                         Price: Rs. 309
				
			An elegant colourful string of beads with Lord Ganesha idols and a bell to make your entrance even more welcoming, designed by the industrious village women of Rajasthan, India.
An elegant colourful string of beads with Lord Ganesha idols and a bell to make your entrance even more welcoming, designed by the industrious village women of Rajasthan, India.",Craftuno
453,Urban Monk Creations umcgramo Showpiece  -  28 cm,,"[""http://img5a.flixcart.com/image/showpiece-figurine/u/s/k/gramo02-urban-monk-creations-original-imaebwyzkwxsk5p5.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/u/s/k/gramo02-urban-monk-creations-original-imaebwfyey73r5tm.jpeg"", ""http://img6a.flixcart.com/image/showpiece-figurine/u/s/k/gramo02-urban-monk-creations-original-imaebwfyhp9swbnz.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/u/s/k/gramo02-urban-monk-creations-original-imaebwfffb4hcvjn.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/u/s/k/gramo02-urban-monk-creations-original-imaebwffzckzukrg.jpeg""]",Buy Urban Monk Creations umcgramo Showpiece  -  28 cm for Rs.749 online. Urban Monk Creations umcgramo Showpiece  -  28 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Urban Monk Creations
454,IndianShelf 3 Drawer Spice Box Showpiece  -  25.4 cm,1800,"[""http://img6a.flixcart.com/image/showpiece-figurine/4/x/j/sb-372-indianshelf-1100x1100-imaeb4smcyxufwzz.jpeg"", ""http://img6a.flixcart.com/image/showpiece-figurine/4/x/j/sb-372-indianshelf-original-imaeb4smcyxufwzz.jpeg"", ""http://img6a.flixcart.com/image/showpiece-figurine/4/x/j/sb-372-indianshelf-original-imaeb4smrhh9yujb.jpeg""]","IndianShelf 3 Drawer Spice Box Showpiece  -  25.4 cm (Wooden, Brown)
                         Price: Rs. 999
				
			Spice Box. Ceramic drawers in wooden frame. The Spice Boxes are designed with different patterns. These boxes are made using natural wood which does not harm the purity of spices.
Spice Box. Ceramic drawers in wooden frame. The Spice Boxes are designed with different patterns. These boxes are made using natural wood which does not harm the purity of spices.",IndianShelf
455,Indigocart White Metal in antique look Showpiece  -  10.16 cm,1099,"[""http://img5a.flixcart.com/image/showpiece-figurine/z/x/f/hcf318-indiangiftemporium-1100x1100-imaeynzenf3sppmv.jpeg"", ""http://img6a.flixcart.com/image/showpiece-figurine/z/x/f/hcf318-indiangiftemporium-original-imaeynzenf3sppmv.jpeg"", ""http://img6a.flixcart.com/image/showpiece-figurine/z/x/f/hcf318-indiangiftemporium-original-imae3hca6wctm8ac.jpeg""]","Indigocart White Metal in antique look Showpiece  -  10.16 cm (Cast Iron, Silver)
                         Price: Rs. 494
				
			This handcrafted antique idol of Lord Gopal (Krishna) is made of pure white metal. The idol is polished to give it an alluring antique look. The gift piece has been prepared by the creative artisans of Jaipur.
This handcrafted antique idol of Lord Gopal (Krishna) is made of pure white metal. The idol is polished to give it an alluring antique look. The gift piece has been prepared by the creative artisans of Jaipur.",Indigocart
456,Marwal White Metal Swan Holder Showpiece  -  15.24 cm,1599,"[""http://img6a.flixcart.com/image/showpiece-figurine/e/z/x/msp-0058-marwal-1100x1100-imaebgyezv3sfdk5.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/e/z/x/msp-0058-marwal-original-imaebgyezv3sfdk5.jpeg""]","Marwal White Metal Swan Holder Showpiece  -  15.24 cm (Aluminium, Silver)
                         Price: Rs. 799
				
			Embellish Your Dining Table Setting By Bringing In These White Metal Spoon Holder From Marwal. It Is A Complete Finished Product And Comes With A Classy Stand That Holds All The Spoons Perfectly. Bring Home This Beautiful Product To Adorn Your Table. They Are Easy To Use And Clean As Well! These Has Been Diligently Handcrafted By Skilled Artisans Of Marwal Using Various Traditional Techniques.
Embellish Your Dining Table Setting By Bringing In These White Metal Spoon Holder From Marwal. It Is A Complete Finished Product And Comes With A Classy Stand That Holds All The Spoons Perfectly. Bring Home This Beautiful Product To Adorn Your Table. They Are Easy To Use And Clean As Well! These Has Been Diligently Handcrafted By Skilled Artisans Of Marwal Using Various Traditional Techniques.",Marwal
457,D'steek Abstract Cushions Cover,1699,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/q/x/a/dsch216-dsch216-d-steek-1100x1100-imaehzhfxzw853r4.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/q/x/a/dsch216-dsch216-d-steek-original-imaehzhfxzw853r4.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/q/x/a/dsch216-dsch216-d-steek-original-imaehzhfrsnx7vqw.jpeg""]","Key Features of D'steek Abstract Cushions Cover Width 30.48 cm,D'steek Abstract Cushions Cover (Pack of 5, 30.48 cm, Multicolor) Price: Rs. 699 5pcs- 12X12 inch Digitally Printed Cushion Cover in polyester fabric,Cushion cover has Quilted from Front and Back,Specifications of D'steek Abstract Cushions Cover (Pack of 5, 30.48 cm, Multicolor) General Closure Zipper Brand D'steek Suitable For Cushions Design Code DSCH216 Type Square Material Polyester Style Code DSCH216 Pattern Abstract Color Multicolor Dimensions Width 12 inch / 30 cm Additional Features Reversible No In the Box Number of Contents in Sales Package Pack of 5",D'steek
458,Smart Choice Furniture Wooden Standard Shoe Rack,34168,"[""http://img6a.flixcart.com/image/shoe-rack/y/k/k/jisr02-smart-choice-furniture-1100x1100-imaehbfabh26pavg.jpeg"", ""http://img5a.flixcart.com/image/shoe-rack/y/k/k/jisr02-smart-choice-furniture-original-imaehbfabh26pavg.jpeg"", ""http://img6a.flixcart.com/image/shoe-rack/y/k/k/jisr02-smart-choice-furniture-original-imaehbfanbdtjbja.jpeg"", ""http://img5a.flixcart.com/image/shoe-rack/y/k/k/jisr02-smart-choice-furniture-original-imaehbfahhxztssx.jpeg"", ""http://img6a.flixcart.com/image/shoe-rack/y/k/k/jisr02-smart-choice-furniture-original-imaehbfaft6vzcnu.jpeg"", ""http://img5a.flixcart.com/image/shoe-rack/y/k/k/jisr02-smart-choice-furniture-original-imaehbfamvjppxyj.jpeg""]","Specifications of Smart Choice Furniture Wooden Standard Shoe Rack General Brand Smart Choice Furniture Model Number JISR02 Type Standard Shoe Rack Material Wooden Dimensions Weight 8 kg Height 100 cm Width 90 cm Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Body & Design Features Wall Mount Support No In the Box 1 Shoe Rack Additional Features Care Instructions Wipe with a Clean Cloth, Do not keep this exposed to Sunlight Delivery Condition Pre-assembled",Smart Choice Furniture
459,Smart Choice Furniture Wooden Standard Shoe Rack,24922,"[""http://img6a.flixcart.com/image/shoe-rack/g/n/z/jisr03-smart-choice-furniture-1100x1100-imaehbf99xnxfxfv.jpeg"", ""http://img6a.flixcart.com/image/shoe-rack/g/n/z/jisr03-smart-choice-furniture-original-imaehbf99xnxfxfv.jpeg"", ""http://img5a.flixcart.com/image/shoe-rack/g/n/z/jisr03-smart-choice-furniture-original-imaehbf9k4py2afw.jpeg"", ""http://img6a.flixcart.com/image/shoe-rack/g/n/z/jisr03-smart-choice-furniture-original-imaehbf9ymjenmjs.jpeg"", ""http://img5a.flixcart.com/image/shoe-rack/g/n/z/jisr03-smart-choice-furniture-original-imaehbf9mwgnbfuy.jpeg"", ""http://img6a.flixcart.com/image/shoe-rack/g/n/z/jisr03-smart-choice-furniture-original-imaehbf9mv6y37ar.jpeg""]","Specifications of Smart Choice Furniture Wooden Standard Shoe Rack General Brand Smart Choice Furniture Model Number JISR03 Type Standard Shoe Rack Material Wooden Dimensions Weight 8 kg Height 90 cm Width 65 cm Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Body & Design Features Wall Mount Support No In the Box 1 Shoe Rack Additional Features Care Instructions Wipe with a Clean Cloth, Do not keep this exposed to Sunlight Delivery Condition Pre-assembled",Smart Choice Furniture
460,Amardeep PP Collapsible Wardrobe,3000,"[""http://img6a.flixcart.com/image/collapsible-wardrobe/v/h/q/hughoblue6t-pp-amardeep-bluehughored6t-original-imaegmmghggjrugf.jpeg"", ""http://img5a.flixcart.com/image/collapsible-wardrobe/v/h/q/hughoblue6t-pp-amardeep-bluehughored6t-original-imaegmmghggjrugf.jpeg"", ""http://img5a.flixcart.com/image/collapsible-wardrobe/v/h/q/hughoblue6t-pp-amardeep-bluehughored6t-original-imaegmmgfpcggtjf.jpeg"", ""http://img5a.flixcart.com/image/collapsible-wardrobe/v/h/q/hughoblue6t-pp-amardeep-bluehughored6t-original-imaegmmhhzmur4st.jpeg"", ""http://img6a.flixcart.com/image/collapsible-wardrobe/v/h/q/hughoblue6t-pp-amardeep-bluehughored6t-original-imaegmmhxfhf59fb.jpeg"", ""http://img6a.flixcart.com/image/collapsible-wardrobe/v/h/q/hughoblue6t-pp-amardeep-bluehughored6t-original-imaegmmhfjmx9e3f.jpeg""]","Key Features of Amardeep PP Collapsible Wardrobe The trays are extra broad and spacious than ever. The size of a single tray measures 40*50cms(l*b) Divided in two compartments- making it easy to bifurcate your stuff. Ajustable hieght feature- you can adjust the height of trays per your requirement. Specially Quilted to provide extra durability & subtle looks to the cover. Side pockets for extra storage.,Amardeep PP Collapsible Wardrobe (Finish Color - BlueHughoRed6t) Price: Rs. 2,500 Your childs storehouse to keep his stuff neatly in 6 jumbo large and extra spacious trays.It's a Chlid's dream cabinet -specially designed to help him become organised. An ideal solution to segregate your kid's toys, accessories, stationery items with a neat and tidy look, So now the toys will no more be scattered in your room, place it in any corner of your room and relish the space you always desired. A 'must have' for its multipurpose usage. The quilted cover is specially designed to last longer and is home washable. This almirah comes with 4 wheels- making it easy to push or relocate.,Specifications of Amardeep PP Collapsible Wardrobe (Finish Color - BlueHughoRed6t) In The Box 1 collapsible wardrobe General Brand Amardeep Foldable Yes Delivery Condition DIY(Do-It-Yourself) Style Contemporary & Modern Number of Zippers 3 Rod Included Yes Number of Shelves 6 Suitable For Kids Room Model Number HughoBlue6t Enclosure Type Zipper Bush Included Yes Finish Type Glossy Care Instructions Clean with Soft Cloth, Wipe clean regulary with a detergent for plastic Dimensions Weight 5 kg Height 1580 mm Width 550 mm Depth 400 mm Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only. Warranty Summary 10 days replacement warranty on the parts if found damaged Service Type Damaged Parts Will Be Sent Via Courier Not Covered in Warranty Warranty does not cover the cloth of almirah,neither it covers the damage caused to the product due to improper fitting by customer or normal wear and tear of the wheels. Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Material & Color Primary Material Plastic Primary Color Blue Secondary Material Fabric Secondary Material Subtype Polyester Finish Color BlueHughoRed6t Primary Material Sunbtype PP Additional Features Origin of Manufacture India",Amardeep
461,"Gifts By Meeta Color, Balloon Holi Combo",1494,"[""http://img6a.flixcart.com/image/holi-festival-combo/g/m/7/gifts1100-gifts-by-meeta-1100x1100-imaegnmkr78rv2sy.jpeg"", ""http://img5a.flixcart.com/image/holi-festival-combo/g/m/7/gifts1100-gifts-by-meeta-original-imaegnmkr78rv2sy.jpeg""]","Key Features of Gifts By Meeta Color, Balloon Holi Combo Dimension Hand Bag:H-12 x W-12 (Inch),Specifications of Gifts By Meeta Color, Balloon Holi Combo Pichkari Features Material Cotton Color NA General Brand Gifts By Meeta Holi Combo Set Includes Color, Balloon Model Number GIFTS1100 Balloon Features Color NA Holi Color Features Herbal No Type Powder Color NA In the Box Sales Package 1 Hand Bag, 2 Color Spray, 3 Holi Colors",Gifts By Meeta
462,Amardeep PP Collapsible Wardrobe,3000,"[""http://img6a.flixcart.com/image/collapsible-wardrobe/j/g/g/hughored6t-pp-amardeep-red-original-imaegmhwrk8mhgkt.jpeg"", ""http://img5a.flixcart.com/image/collapsible-wardrobe/j/g/g/hughored6t-pp-amardeep-red-original-imaegmhwrk8mhgkt.jpeg"", ""http://img6a.flixcart.com/image/collapsible-wardrobe/j/g/g/hughored6t-pp-amardeep-red-original-imaegmhxmcmzrvzg.jpeg"", ""http://img6a.flixcart.com/image/collapsible-wardrobe/j/g/g/hughored6t-pp-amardeep-red-original-imaegmhx4w2pdwzp.jpeg"", ""http://img5a.flixcart.com/image/collapsible-wardrobe/j/g/g/hughored6t-pp-amardeep-red-original-imaegmhx57uzga3u.jpeg"", ""http://img6a.flixcart.com/image/collapsible-wardrobe/j/g/g/hughored6t-pp-amardeep-red-original-imaegmhygzffbmjf.jpeg""]","Specifications of Amardeep PP Collapsible Wardrobe (Finish Color - Red) In The Box 1 collapsible wardrobe General Brand Amardeep Foldable Yes Delivery Condition DIY(Do-It-Yourself) Style Contemporary & Modern Wheels Included Yes Number of Zippers 3 Rod Included Yes Number of Shelves 6 Suitable For Kids Room Model Number HughoRed6t Enclosure Type Zipper Bush Included Yes Finish Type Glossy Care Instructions Clean with Soft Cloth, Wipe clean regulary with a detergent for plastic Dimensions Weight 5 kg Height 1580 mm Width 550 mm Depth 400 mm Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only. Warranty Summary 10 days replacement warranty on the parts if found damaged Service Type Damaged Parts Will Be Sent Via Courier Not Covered in Warranty Warranty does not cover the cloth of almirah,neither it covers the damage caused to the product due to improper fitting by customer or normal wear and tear of the wheels. Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Material & Color Primary Material Plastic Primary Color Red Secondary Material Fabric Secondary Material Subtype Polyester Finish Color Red Primary Material Sunbtype PP Additional Features Origin of Manufacture India",Amardeep
463,"Gifts By Meeta Color, Balloon Holi Combo",974,"[""http://img6a.flixcart.com/image/holi-festival-combo/x/h/m/gifts1221-gifts-by-meeta-1100x1100-imaegjgszqsxwjjb.jpeg"", ""http://img5a.flixcart.com/image/holi-festival-combo/x/h/m/gifts1221-gifts-by-meeta-original-imaegjgszqsxwjjb.jpeg""]","Key Features of Gifts By Meeta Color, Balloon Holi Combo Dimension Bucket:H-2.5 (Inch),Specifications of Gifts By Meeta Color, Balloon Holi Combo Pichkari Features Material Iron Color NA General Brand Gifts By Meeta Holi Combo Set Includes Color, Balloon Model Number GIFTS1221 Balloon Features Color NA Holi Color Features Herbal No Type Powder Color NA In the Box Sales Package 7 Bucket, 7 Holi Colors",Gifts By Meeta
464,"Gifts By Meeta Color, Balloon Holi Combo",844,"[""http://img6a.flixcart.com/image/holi-festival-combo/a/v/z/gifts6428-gifts-by-meeta-1100x1100-imaegjgqvczzrzsf.jpeg"", ""http://img5a.flixcart.com/image/holi-festival-combo/a/v/z/gifts6428-gifts-by-meeta-original-imaegjgqvczzrzsf.jpeg""]","Key Features of Gifts By Meeta Color, Balloon Holi Combo Dimension Bottle:H-3 x W-1 (Inch),Specifications of Gifts By Meeta Color, Balloon Holi Combo Pichkari Features Material Paper Color NA General Brand Gifts By Meeta Holi Combo Set Includes Color, Balloon Model Number GIFTS6428 Balloon Features Color NA Holi Color Features Herbal No Type Powder Color NA In the Box Sales Package 1 Khadi Soap, 1 Tag, 2 Bottle, 2 Holi Colors",Gifts By Meeta
465,"Gifts By Meeta Color, Balloon Holi Combo",779,"[""http://img6a.flixcart.com/image/holi-festival-combo/5/d/z/gifts1084-gifts-by-meeta-1100x1100-imaegnmhsucpcfdw.jpeg"", ""http://img5a.flixcart.com/image/holi-festival-combo/5/d/z/gifts1084-gifts-by-meeta-original-imaegnmhsucpcfdw.jpeg""]","Key Features of Gifts By Meeta Color, Balloon Holi Combo Dimension Teddy:H-6 (Inch),Specifications of Gifts By Meeta Color, Balloon Holi Combo Pichkari Features Material Cotton Color NA General Brand Gifts By Meeta Holi Combo Set Includes Color, Balloon Model Number GIFTS1084 Balloon Features Color NA Holi Color Features Herbal No Type Powder Color NA In the Box Sales Package 1 Teddy, 2 Holi Colors",Gifts By Meeta
466,Anmol Cotton Collapsible Wardrobe,1299,"[""http://img5a.flixcart.com/image/collapsible-wardrobe/a/w/r/yu-980-cotton-anmol-red-1100x1100-imaegjkfqewzne8a.jpeg"", ""http://img5a.flixcart.com/image/collapsible-wardrobe/a/w/r/yu-980-cotton-anmol-red-original-imaegjkfqewzne8a.jpeg"", ""http://img5a.flixcart.com/image/collapsible-wardrobe/a/w/r/yu-980-cotton-anmol-red-original-imaegjk2zmkampkh.jpeg"", ""http://img6a.flixcart.com/image/collapsible-wardrobe/a/w/r/yu-980-cotton-anmol-red-original-imaegjk4sa3ez7r4.jpeg""]","Specifications of Anmol Cotton Collapsible Wardrobe (Finish Color - red) In The Box 1 folding almirah General Brand Anmol Foldable Yes Delivery Condition DIY(Do-It-Yourself) Style Retro Number of Zippers 3 Rod Included Yes Number of Rods 4 Mount Type wall mount Suitable For Kids Room Model Number yu-980 Enclosure Type zipper Finish Type matt Care Instructions clean with cloth Dimensions Weight 0.580 kg Height 260 mm Width 80 mm Depth 140 mm Warranty Covered in Warranty na Warranty Summary na Service Type na Not Covered in Warranty na Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Material & Color Primary Material Fabric Primary Color Red Secondary Material Fabric Secondary Material Subtype Cotton Finish Color red Primary Material Sunbtype Cotton",Anmol
467,"Gifts By Meeta Color, Balloon Holi Combo",2079,"[""http://img5a.flixcart.com/image/holi-festival-combo/d/h/z/gifts6550-gifts-by-meeta-1100x1100-imaegnmkr5jgmkyx.jpeg"", ""http://img5a.flixcart.com/image/holi-festival-combo/d/h/z/gifts6550-gifts-by-meeta-original-imaegnmkr5jgmkyx.jpeg""]","Key Features of Gifts By Meeta Color, Balloon Holi Combo Dimension Pouch:H-4 x W-4 (Inch),Specifications of Gifts By Meeta Color, Balloon Holi Combo Pichkari Features Material Cotton Color NA General Brand Gifts By Meeta Holi Combo Set Includes Color, Balloon Model Number GIFTS6550 Balloon Features Color NA Holi Color Features Herbal No Type Powder Color NA In the Box Sales Package 6 Khadi Soap, 1 Khadi moisturizing lotion, 1 Khadi face wash, 1 Pouch, 1 Holi Color",Gifts By Meeta
468,"SAF Pichkari, Balloon Holi Combo",1899,"[""http://img5a.flixcart.com/image/holi-festival-combo/h/h/w/holi11-saf-original-imaegmppzrye5uah.jpeg""]","Specifications of SAF Pichkari, Balloon Holi Combo Pichkari Features Material Plastic Color Multicolor General Brand SAF Holi Combo Set Includes Pichkari, Balloon Model Number Holi11 Balloon Features Color Multicolor Holi Color Features Herbal No Type Powder Color Multicolor In the Box Sales Package 1 Pichkari",SAF
469,Reiki Crystal Products Showpiece  -  1.5 cm,1500,"[""http://img5a.flixcart.com/image/showpiece-figurine/3/g/t/ruby-feldspar-crystal-tumbled-stones-reiki-crystal-products-1100x1100-imaegzqqttrpn7yk.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/3/g/t/ruby-feldspar-crystal-tumbled-stones-reiki-crystal-products-original-imaegzqqttrpn7yk.jpeg"", ""http://img6a.flixcart.com/image/showpiece-figurine/3/g/t/ruby-feldspar-crystal-tumbled-stones-reiki-crystal-products-original-imaegzqz8zygqxea.jpeg""]","Key Features of Reiki Crystal Products Showpiece  -  1.5 cm Integrity Healing Inspiration Prosperity,Reiki Crystal Products Showpiece  -  1.5 cm (Crystal, Multicolor) Price: Rs. 499 Ruby Feldspar is a wonderful and powerful combination of a healing crystal. Feldspar assists us in finding unconventional and exciting ways to reach our goals. It provides us with self-love and self-awareness. It helps us locate things that have been misplaced. Feldspar encourages the development of clairvoyance and clairaudience and if you are trying to develop your psychic or intuitive powers.Feldspar helps with adapting to change. It is a wonderful stone for calming and clearing the mind, improving concentration which is wonderful for meditation. Feldspar assists with lowering blood pressure, disorders associated with the skin and muscular structure and strengthens the body against everyday stress. The information provided is based on individual experience and should not be treated as medical advice. Inadvertent use of it will not be our responsibility,Specifications of Reiki Crystal Products Showpiece  -  1.5 cm (Crystal, Multicolor) General Brand Reiki Crystal Products Model Number Ruby Feldspar Crystal Tumbled Stones Type Fengshui Material Crystal Color Multicolor Dimensions Weight 110 g Height 1.5 cm Width 8 cm Depth 4 cm Warranty Covered in Warranty No Warranty Service Type No In the Box Sales Package 1 Showpiece",Reiki Crystal Products
470,Reiki Crystal Products Showpiece  -  8 cm,500,"[""http://img6a.flixcart.com/image/showpiece-figurine/a/f/2/crystal-hanging-ball-reiki-crystal-products-1100x1100-imaegqyhhqvrrxsn.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/a/f/2/crystal-hanging-ball-reiki-crystal-products-original-imaegqyhhqvrrxsn.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/a/f/2/crystal-hanging-ball-reiki-crystal-products-original-imaegqyhzsnjf3r3.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/a/f/2/crystal-hanging-ball-reiki-crystal-products-original-imaegqyhenxdmanp.jpeg""]","Key Features of Reiki Crystal Products Showpiece  -  8 cm The Universal Stone Amplifying the energies Aiding concentration Filtering out distractions,Reiki Crystal Products Showpiece  -  8 cm (Crystal, White) Price: Rs. 111 Clear Quartz is known as the ""master healer"" and will amplify energy and thought, as well as the effect of other crystals. It absorbs, stores, releases and regulates energy. Clear Quartz draws off negative energy of all kinds, neutralising background radiation, including electromagnetic smog or petrochemical emanations. It balances and revitalises the physical, mental, emotional and spiritual planes. Cleanses and enhances the organs and subtle bodies and acts as a deep soul cleanser, connecting the physical dimension with the mind. Clear Quartz enhances psychic abilities. It aids concentration and unlocks memory. Clear Quartz is excellent for amplifying the energies of other stones or to enhance groups of stones, and is ideal for gridding. It is the perfect base material for wands, staffs, templates, etc., and clear crystal spheres have long been used for crystal gazing. Clear Quartz brings strength and clarity to the intellect, aiding concentration and memory retention, and filtering out distractions. The information provided is based on individual experience and should not be treated as medical advice. Inadvertent use of it will not be our responsibility.,Specifications of Reiki Crystal Products Showpiece  -  8 cm (Crystal, White) General Brand Reiki Crystal Products Model Number Crystal Hanging Ball Type Fengshui Material Crystal Color White Dimensions Weight 80 g Height 8 cm Width 8 cm Depth 8 cm Warranty Covered in Warranty No Warranty Service Type No In the Box Sales Package 1 Showpiece",Reiki Crystal Products
471,Hadwin Tortoise Showpiece  -  7 cm,699,"[""http://img6a.flixcart.com/image/showpiece-figurine/e/w/u/tortoise-01-hadwin-1100x1100-imaegq9jhz7bv6zp.jpeg"", ""http://img6a.flixcart.com/image/showpiece-figurine/e/w/u/tortoise-01-hadwin-original-imaegq9jhz7bv6zp.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/e/w/u/tortoise-01-hadwin-original-imaegq9jvptpzk7f.jpeg""]","Key Features of Hadwin Tortoise Showpiece  -  7 cm Glass Height - 7 cm Width - 5 cm Weight - 240 g,Hadwin Tortoise Showpiece  -  7 cm (Glass, Silver) Price: Rs. 349 A tortoise is a symbol for piece and prosperity. These kinds of fang shuis are very attractive and gives positive energy to your home.,Specifications of Hadwin Tortoise Showpiece  -  7 cm (Glass, Silver) General Brand Hadwin Model Number Tortoise-01 Type Fengshui Material Glass Model Name Tortoise Color Silver Dimensions Weight 240 g Height 7 cm Width 5 cm Depth 5 cm Additional Features Water Resistant Yes Wall Mount No In the Box Sales Package 1 Showpiece",Hadwin
